name,pokedex_number,type1,type2,abilities,generation,is_legendary,base_total,capture_rate,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,sp_attack,sp_defense,speed,weight_kg
Aurorus,699,rock,ice,"['Refrigerate', 'Snow Warning']",6,0,521,45,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,77,7680,70,Tundra Pokémon,72,1000000,2.7,123,Amarurugaアマルルガ,88.1,99,92,58,225
Sylveon,700,fairy,,"['Cute Charm', 'Pixilate']",6,0,525,45,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,8960,70,Intertwining Pokémon,65,1000000,1,95,Nymphiaニンフィア,88.1,110,130,60,23.5
Hawlucha,701,fighting,flying,"['Limber', 'Unburden', 'Mold Breaker']",6,0,500,100,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,92,5120,70,Wrestling Pokémon,75,1000000,0.8,78,Luchabullルチャブル,50,74,63,118,21.5
Dedenne,702,electric,fairy,"['Cheek Pouch', 'Pickup', 'Plus']",6,0,431,180,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,58,5120,70,Antenna Pokémon,57,1000000,0.2,67,Dedenneデデンネ,50,81,67,101,2.2
Carbink,703,rock,fairy,"['Clear Body', 'Sturdy']",6,0,500,60,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,6400,70,Jewel Pokémon,150,1250000,0.3,50,Melecieメレシー,,50,150,50,5.7
Goomy,704,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",6,0,300,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,Soft Tissue Pokémon,35,1250000,0.3,45,Numeraヌメラ,50,55,75,40,2.8
Sliggoo,705,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",6,0,452,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,Soft Tissue Pokémon,53,1250000,0.8,68,Numeilヌメイル,50,83,113,60,17.5
Goodra,706,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",6,0,600,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,100,10240,35,Dragon Pokémon,70,1250000,2,90,Numelgonヌメルゴン,50,110,150,80,150.5
Klefki,707,steel,fairy,"['Prankster', 'Magician']",6,0,470,75,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,80,5120,70,Key Ring Pokémon,91,800000,0.2,57,Cleffyクレッフィ,50,80,87,75,3
Phantump,708,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",6,0,309,120,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,5120,70,Stump Pokémon,48,1000000,0.4,43,Bokureiボクレー,50,50,60,38,7
Trevenant,709,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",6,0,474,60,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,110,5120,70,Elder Tree Pokémon,76,1000000,1.5,85,Ohrotオーロット,50,65,82,56,71
Pumpkaboo,710,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",6,0,335,120,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,66,5120,70,Pumpkin Pokémon,70,1000000,0.8,59,Bakecchaバケッチャ,50,44,55,41,15
Gourgeist,711,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",6,0,494,60,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,100,5120,70,Pumpkin Pokémon,122,1000000,1.7,85,Pumpjinパンプジン,50,58,75,54,39
Bergmite,712,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",6,0,304,190,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,69,5120,70,Ice Chunk Pokémon,85,1000000,1,55,Kachikohruカチコール,50,32,35,28,99.5
Avalugg,713,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",6,0,514,55,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,117,5120,70,Iceberg Pokémon,184,1000000,2,95,Crebaseクレベース,50,44,46,28,505
Noibat,714,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",6,0,245,190,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30,5120,70,Sound Wave Pokémon,35,1000000,0.5,40,Onbatオンバット,50,45,40,55,8
Noivern,715,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",6,0,535,45,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,5120,70,Sound Wave Pokémon,80,1000000,1.5,85,Onvernオンバーン,50,97,80,123,85
Xerneas,716,fairy,,['Fairy Aura'],6,1,680,45,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,131,30720,0,Life Pokémon,95,1250000,3,126,Xerneasゼルネアス,,131,98,99,215
Yveltal,717,dark,flying,['Dark Aura'],6,1,680,45,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,131,30720,0,Destruction Pokémon,95,1250000,5.8,126,Yveltalイベルタル,,131,98,99,203
Zygarde,718,dragon,ground,"['Aura Break', 'Power Construct']",6,1,708,3,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,30720,0,Order Pokémon,121,1250000,5,216,Zygarde (10% Forme)ジガルデ,,91,95,85,284.6
Diancie,719,rock,fairy,['Clear Body'],6,1,700,3,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,160,6400,70,Jewel Pokémon,110,1250000,0.7,50,Diancieディアンシー,,160,110,110,8.8
Hoopa,720,psychic,ghost,['Magician'],6,1,680,3,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,160,30720,100,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,1250000,,80,Hoopa (imashimerareshi Hoopa)フーパ,,170,130,80,
Volcanion,721,fire,water,['Water Absorb'],6,1,600,3,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,110,30720,100,Steam Pokémon,120,1250000,1.7,80,Volcanionボルケニオン,,130,90,70,195
Rowlet,722,grass,flying,"['Overgrow', 'Long Reach']",7,0,320,45,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,3840,70,Grass Quill Pokémon,55,1059860,0.3,68,Mokurohモクロー,88.1,50,50,42,1.5
Dartrix,723,grass,flying,"['Overgrow', 'Long Reach']",7,0,420,45,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,75,3840,70,Blade Quill Pokémon,75,1059860,0.7,78,Fukuthrowフクスロー,88.1,70,70,52,16
Decidueye,724,grass,ghost,"['Overgrow', 'Long Reach']",7,0,530,45,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,107,3840,70,Arrow Quill Pokémon,75,1059860,1.6,78,Junaiperジュナイパー,88.1,100,100,70,36.6
Litten,725,fire,,"['Blaze', 'Intimidate']",7,0,320,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,3840,70,Fire Cat Pokémon,40,1059860,0.4,45,Nyabbyニャビー,88.1,60,40,70,4.3
Torracat,726,fire,,"['Blaze', 'Intimidate']",7,0,420,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,3840,70,Fire Cat Pokémon,50,1059860,0.7,65,Nyaheatニャヒート,88.1,80,50,90,25
Incineroar,727,fire,dark,"['Blaze', 'Intimidate']",7,0,530,45,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,115,3840,70,Heel Pokémon,90,1059860,1.8,95,Gaogaenガオガエン,88.1,80,90,60,83
Popplio,728,water,,"['Torrent', 'Liquid Voice']",7,0,320,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,54,3840,70,Sea Lion Pokémon,54,1059860,0.4,50,Ashimariアシマリ,88.1,66,56,40,7.5
Brionne,729,water,,"['Torrent', 'Liquid Voice']",7,0,420,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,3840,70,Pop Star Pokémon,69,1059860,0.6,60,Osyamariオシャマリ,88.1,91,81,50,17.5
Primarina,730,water,fairy,"['Torrent', 'Liquid Voice']",7,0,530,45,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,74,3840,70,Soloist Pokémon,74,1059860,1.8,80,Ashireneアシレーヌ,88.1,126,116,60,44
Pikipek,731,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",7,0,265,255,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,Woodpecker Pokémon,30,1000000,0.3,35,Tsutsukeraツツケラ,50,30,30,65,1.2
Trumbeak,732,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",7,0,355,120,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,Bugle Beak Pokémon,50,1000000,0.6,55,Kerarappaケララッパ,50,40,50,75,14.8
Toucannon,733,normal,flying,"['Keen Eye', 'Skill Link', 'Sheer Force']",7,0,485,45,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,Cannon Pokémon,75,1000000,1.1,80,Dodekabashiドデカバシ,50,75,75,60,26
Yungoos,734,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",7,0,253,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,Loitering Pokémon,30,1000000,0.4,48,Youngooseヤングース,50,30,30,45,6
Gumshoos,735,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",7,0,418,127,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,Stakeout Pokémon,60,1000000,0.7,88,Dekagooseデカグース,50,55,60,45,14.2
Grubbin,736,bug,,['Swarm'],7,0,300,255,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,62,3840,70,Larva Pokémon,45,1000000,0.4,47,Agojimushiアゴジムシ,50,55,45,46,4.4
Charjabug,737,bug,electric,['Battery'],7,0,400,120,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,82,3840,70,Battery Pokémon,95,1000000,0.5,57,Dendimushiデンヂムシ,50,55,75,36,10.5
Vikavolt,738,bug,electric,['Levitate'],7,0,500,45,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,3840,70,Stag Beetle Pokémon,90,1000000,1.5,77,Kuwagannonクワガノン,50,145,75,43,45
Crabrawler,739,fighting,,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",7,0,338,225,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,5120,70,Boxing Pokémon,57,1000000,0.6,47,Makenkaniマケンカニ,50,42,47,63,7
Crabominable,740,fighting,ice,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",7,0,478,60,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,132,5120,70,Woolly Crab Pokémon,77,1000000,1.7,97,Kekenkaniケケンカニ,50,62,67,43,180
Oricorio,741,fire,flying,['Dancer'],7,0,476,45,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,70,5120,70,Dancing Pokémon,70,1000000,0.6,75,Odoridori (pachipachi Style)オドリドリ,24.6,98,70,93,3.4
Cutiefly,742,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",7,0,304,190,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,45,5120,70,Bee Fly Pokémon,40,1000000,0.1,40,Abulyアブリー,50,55,40,84,0.2
Ribombee,743,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",7,0,464,75,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,55,5120,70,Bee Fly Pokémon,60,1000000,0.2,60,Aburibbonアブリボン,50,95,70,124,0.5
Rockruff,744,rock,,"['Keen Eye', 'Vital Spirit', 'Steadfast']",7,0,280,190,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,65,3840,70,Puppy Pokémon,40,1000000,0.5,45,Iwankoイワンコ,50,30,40,60,9.2
Lycanroc,745,rock,,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",7,0,487,90,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,115,3840,70,Wolf Pokémon,75,1000000,,85,Lugarugan (mahiru No Sugata)ルガルガン,50,55,75,82,
Wishiwashi,746,water,,['Schooling'],7,0,620,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,140,3840,70,Small Fry Pokémon,130,800000,0.2,45,Yowashi (tandoku No Sugata)ヨワシ,50,140,135,30,0.3
Mareanie,747,poison,water,"['Merciless', 'Limber', 'Regenerator']",7,0,305,190,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,53,5120,70,Brutal Star Pokémon,62,1000000,0.4,50,Hidoideヒドイデ,50,43,52,45,8
Toxapex,748,poison,water,"['Merciless', 'Limber', 'Regenerator']",7,0,495,75,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,63,5120,70,Brutal Star Pokémon,152,1000000,0.7,50,Dohidoideドヒドイデ,50,53,142,35,14.5
Mudbray,749,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",7,0,385,190,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,Donkey Pokémon,70,1000000,1,70,Dorobankoドロバンコ,50,45,55,45,110
Mudsdale,750,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",7,0,500,60,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,125,5120,70,Draft Horse Pokémon,100,1000000,2.5,100,Banbadoroバンバドロ,50,55,85,35,920
Dewpider,751,water,bug,"['Water Bubble', 'Water Absorb']",7,0,269,200,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,40,3840,70,Water Bubble Pokémon,52,1000000,0.3,38,Shizukumoシズクモ,50,40,72,27,4
Araquanid,752,water,bug,"['Water Bubble', 'Water Absorb']",7,0,454,100,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,70,3840,70,Water Bubble Pokémon,92,1000000,1.8,68,Onishizukumoオニシズクモ,50,50,132,42,82
Fomantis,753,grass,,"['Leaf Guard', 'Contrary']",7,0,250,190,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,5120,70,Sickle Grass Pokémon,35,1000000,0.3,40,Karikiriカリキリ,50,50,35,35,1.5
Lurantis,754,grass,,"['Leaf Guard', 'Contrary']",7,0,480,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,105,5120,70,Bloom Sickle Pokémon,90,1000000,0.9,70,Lalantesラランテス,50,80,90,45,18.5
Morelull,755,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",7,0,285,190,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,35,5120,70,Illuminating Pokémon,55,1000000,0.2,40,Nemasyuネマシュ,50,65,75,15,1.5
Shiinotic,756,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",7,0,405,75,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,45,5120,70,Illuminating Pokémon,80,1000000,1,60,Mashadeマシェード,50,90,100,30,11.5
Salandit,757,poison,fire,"['Corrosion', 'Oblivious']",7,0,320,120,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,44,5120,70,Toxic Lizard Pokémon,40,1000000,0.6,48,Yatoumoriヤトウモリ,88.1,71,40,77,4.8
Salazzle,758,poison,fire,"['Corrosion', 'Oblivious']",7,0,480,45,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,64,5120,70,Toxic Lizard Pokémon,60,1000000,1.2,68,Ennewtエンニュート,0,111,60,117,22.2
Stufful,759,normal,fighting,"['Fluffy', 'Klutz', 'Cute Charm']",7,0,340,140,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,75,3840,70,Flailing Pokémon,50,1000000,0.5,70,Nuikogumaヌイコグマ,50,45,50,50,6.8
Bewear,760,normal,fighting,"['Fluffy', 'Klutz', 'Unnerve']",7,0,500,70,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,125,3840,70,Strong Arm Pokémon,80,1000000,2.1,120,Kiterugumaキテルグマ,50,55,60,60,135
Bounsweet,761,grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",7,0,210,235,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,5120,70,Fruit Pokémon,38,1059860,0.3,42,Amakajiアマカジ,0,30,38,32,3.2
Steenee,762,grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",7,0,290,120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,5120,70,Fruit Pokémon,48,1059860,0.7,52,Amamaikoアママイコ,0,40,48,62,8.2
Tsareena,763,grass,,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",7,0,510,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,120,5120,70,Fruit Pokémon,98,1059860,1.2,72,Amajoアマージョ,0,50,98,72,21.4
Comfey,764,fairy,,"['Flower Veil', 'Triage', 'Natural Cure']",7,0,485,60,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,Posy Picker Pokémon,90,800000,0.1,51,Cuwawaキュワワー,24.6,82,110,100,0.3
Oranguru,765,normal,psychic,"['Inner Focus', 'Telepathy', 'Symbiosis']",7,0,490,45,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,60,5120,70,Sage Pokémon,80,1250000,1.5,90,Yareyuutanヤレユータン,50,90,110,60,76
Passimian,766,fighting,,"['Receiver', 'Defiant']",7,0,490,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,Teamwork Pokémon,90,1250000,2,100,Nagetukesaruナゲツケサル,50,40,60,80,82.8
Wimpod,767,bug,water,['Wimp Out'],7,0,230,90,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,35,5120,70,Turn Tail Pokémon,40,1000000,0.5,25,Kosokumushiコソクムシ,50,20,30,80,12
Golisopod,768,bug,water,['Emergency Exit'],7,0,530,45,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,125,5120,70,Hard Scale Pokémon,140,1000000,2,75,Gusokumushaグソクムシャ,50,60,90,40,108
Sandygast,769,ghost,ground,"['Water Compaction', 'Sand Veil']",7,0,320,140,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,55,3840,70,Sand Heap Pokémon,80,1000000,0.5,55,Sunabaスナバァ,50,70,45,15,70
Palossand,770,ghost,ground,"['Water Compaction', 'Sand Veil']",7,0,480,60,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,75,3840,70,Sand Castle Pokémon,110,1000000,1.3,85,Sirodethnaシロデスナ,50,100,75,35,250
Pyukumuku,771,water,,"['Innards Out', 'Unaware']",7,0,410,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,3840,70,Sea Cucumber Pokémon,130,800000,0.3,55,Namakobushiナマコブシ,50,30,130,5,1.2
Type: Null,772,normal,,['Battle Armor'],7,0,534,3,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,30720,0,Synthetic Pokémon,95,1250000,1.9,95,Type: Nullタイプ：ヌル,,95,95,59,120.5
Silvally,773,normal,,['RKS System'],7,0,570,3,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,30720,0,Synthetic Pokémon,95,1250000,2.3,95,Silvadyシルヴァディ,,95,95,95,100.5
Minior,774,rock,flying,['Shields Down'],7,0,500,30 (Meteorite)255 (Core),0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,100,6400,70,Meteor Pokémon,60,1059860,0.3,60,Metenoメテノ,,100,60,120,40
Komala,775,normal,,['Comatose'],7,0,480,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,Drowsing Pokémon,65,1250000,0.4,65,Nekkoaraネッコアラ,50,75,95,65,19.9
Turtonator,776,fire,dragon,['Shell Armor'],7,0,485,70,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,78,5120,70,Blast Turtle Pokémon,135,1000000,2,60,Bakugamesバクガメス,50,91,85,36,212
Togedemaru,777,electric,steel,"['Iron Barbs', 'Lightningrod', 'Sturdy']",7,0,435,180,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,98,2560,70,Roly-Poly Pokémon,63,1000000,0.3,65,Togedemaruトゲデマル,50,40,73,96,3.3
Mimikyu,778,ghost,fairy,['Disguise'],7,0,476,45,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,90,5120,70,Disguise Pokémon,80,1000000,0.2,55,Mimikkyuミミッキュ,50,50,105,96,0.7
Bruxish,779,water,psychic,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",7,0,475,80,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,105,3840,70,Gnash Teeth Pokémon,70,1000000,0.9,68,Hagigishiriハギギシリ,50,70,70,92,19
Drampa,780,normal,dragon,"['Berserk', 'Sap Sipper', 'Cloud Nine']",7,0,485,70,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,60,5120,70,Placid Pokémon,85,1000000,3,78,Jijilongジジーロン,50,135,91,36,185
Dhelmise,781,ghost,grass,['Steelworker'],7,0,517,25,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,131,6400,70,Sea Creeper Pokémon,100,1000000,3.9,70,Dadarinダダリン,,86,90,40,210
Jangmo-o,782,dragon,,"['Bulletproof', 'Soundproof', 'Overcoat']",7,0,300,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,55,10240,70,Scaly Pokémon,65,1250000,0.6,45,Jyarakoジャラコ,50,45,45,45,29.7
Hakamo-o,783,dragon,fighting,"['Bulletproof', 'Soundproof', 'Overcoat']",7,0,420,45,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,75,10240,70,Scaly Pokémon,90,1250000,1.2,55,Jyarangoジャランゴ,50,65,70,65,47
Kommo-o,784,dragon,fighting,"['Bulletproof', 'Soundproof', 'Overcoat']",7,0,600,45,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,110,10240,70,Scaly Pokémon,125,1250000,1.6,75,Jyararangaジャラランガ,50,100,105,85,78.2
Tapu Koko,785,electric,fairy,"['Electric Surge', 'Telepathy']",7,1,570,3,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,115,3840,70,Land Spirit Pokémon,85,1250000,1.8,70,Kapu-kokekoカプ・コケコ,,95,75,130,20.5
Tapu Lele,786,psychic,fairy,"['Psychic Surge', 'Telepathy']",7,1,570,3,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,3840,70,Land Spirit Pokémon,75,1250000,1.2,70,Kapu-tetefuカプ・テテフ,,130,115,95,18.6
Tapu Bulu,787,grass,fairy,"['Grassy Surge', 'Telepathy']",7,1,570,3,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,130,3840,70,Land Spirit Pokémon,115,1250000,1.9,70,Kapu-bululカプ・ブルル,,85,95,75,45.5
Tapu Fini,788,water,fairy,"['Misty Surge', 'Telepathy']",7,1,570,3,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,75,3840,70,Land Spirit Pokémon,115,1250000,1.3,70,Kapu-rehireカプ・レヒレ,,95,130,85,21.2
Cosmog,789,psychic,,['Unaware'],7,1,200,45,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,29,30720,0,Nebula Pokémon,31,1250000,0.2,43,Cosmogコスモッグ,,29,31,37,0.1
Cosmoem,790,psychic,,['Sturdy'],7,1,400,45,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,29,30720,0,Protostar Pokémon,131,1250000,0.1,43,Cosmovumコスモウム,,29,131,37,999.9
Solgaleo,791,psychic,steel,['Full Metal Body'],7,1,680,45,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,137,30720,0,Sunne Pokémon,107,1250000,3.4,137,Solgaleoソルガレオ,,113,89,97,230
Lunala,792,psychic,ghost,['Shadow Shield'],7,1,680,45,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,113,30720,0,Moone Pokémon,89,1250000,4,137,Lunalaルナアーラ,,137,107,97,120
Nihilego,793,rock,poison,['Beast Boost'],7,1,570,45,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,53,30720,0,Parasite Pokémon,47,1250000,1.2,109,Uturoidウツロイド,,127,131,103,55.5
Buzzwole,794,bug,fighting,['Beast Boost'],7,1,570,25,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,139,30720,0,Swollen Pokémon,139,1250000,2.4,107,Massivoonマッシブーン,,53,53,79,333.6
Pheromosa,795,bug,fighting,['Beast Boost'],7,1,570,255,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,137,30720,0,Lissome Pokémon,37,1250000,1.8,71,Pheroacheフェローチェ,,137,37,151,25
Xurkitree,796,electric,,['Beast Boost'],7,1,570,30,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,89,30720,0,Glowing Pokémon,71,1250000,3.8,83,Denjyumokuデンジュモク,,173,71,83,100
Celesteela,797,steel,flying,['Beast Boost'],7,1,570,25,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,101,30720,0,Launch Pokémon,103,1250000,9.2,97,Tekkaguyaテッカグヤ,,107,101,61,999.9
